trial_number,duration_seconds,label,first_file,second_file,cosine_similarity
49,3,0,id10270/5sJomL_D0_g/00002.wav,id10305/nJbBcMdxQU4/00018.wav,-0.030932292342185974
50,3,1,id10270/5sJomL_D0_g/00002.wav,id10270/GWXujl-xAVM/00012.wav,0.4348873496055603
51,3,0,id10270/5sJomL_D0_g/00002.wav,id10286/Qkll9n7U5ak/00011.wav,-0.07237778604030609
52,3,1,id10270/8jEAjG6SegY/00001.wav,id10270/8jEAjG6SegY/00021.wav,0.6107783913612366
53,3,0,id10270/8jEAjG6SegY/00001.wav,id10278/x5dqrDlwxR4/00008.wav,-0.05240979418158531
54,3,0,id10270/8jEAjG6SegY/00001.wav,id10307/yUv37vQWmzE/00005.wav,0.16614453494548798
55,3,0,id10270/8jEAjG6SegY/00001.wav,id10286/DPPq8w5ILrA/00002.wav,0.056850071996450424
56,3,1,id10270/8jEAjG6SegY/00002.wav,id10270/GWXujl-xAVM/00017.wav,0.5905603170394897
57,3,1,id10270/8jEAjG6SegY/00002.wav,id10270/GWXujl-xAVM/00001.wav,0.7389946579933167
58,3,1,id10270/8jEAjG6SegY/00003.wav,id10270/5r0dWxy17C8/00008.wav,0.6437783241271973
59,3,0,id10270/8jEAjG6SegY/00004.wav,id10294/zIkTBKfnbso/00003.wav,-0.0283599141985178
60,3,1,id10270/8jEAjG6SegY/00005.wav,id10270/GWXujl-xAVM/00027.wav,0.5945310592651367
61,3,0,id10270/8jEAjG6SegY/00005.wav,id10303/LKDWhdJQFco/00005.wav,0.3400661051273346
62,3,0,id10270/8jEAjG6SegY/00006.wav,id10307/120gjdqGWNQ/00003.wav,0.11489226669073105
63,3,0,id10270/8jEAjG6SegY/00007.wav,id10281/RDFdX3VxjUQ/00017.wav,-0.04782825708389282
64,3,1,id10270/8jEAjG6SegY/00008.wav,id10270/5sJomL_D0_g/00001.wav,0.633313775062561
65,3,0,id10270/8jEAjG6SegY/00008.wav,id10276/YloBWJxXzMI/00010.wav,-0.0954567939043045
66,3,0,id10270/8jEAjG6SegY/00008.wav,id10275/Mdk1SXywHck/00001.wav,-0.0021671727299690247
67,3,0,id10270/8jEAjG6SegY/00009.wav,id10307/120gjdqGWNQ/00005.wav,0.04097549617290497
68,3,1,id10270/8jEAjG6SegY/00009.wav,id10270/5r0dWxy17C8/00020.wav,0.2963950037956238
69,3,0,id10270/8jEAjG6SegY/00009.wav,id10293/TnOGBL8p-RM/00002.wav,0.009138664230704308
70,3,0,id10270/8jEAjG6SegY/00010.wav,id10272/olePnztkm6U/00008.wav,-0.021902505308389664
71,3,1,id10270/8jEAjG6SegY/00011.wav,id10270/5sJomL_D0_g/00001.wav,0.605695903301239
72,3,0,id10270/8jEAjG6SegY/00011.wav,id10282/neQO6_CUY4w/00002.wav,-0.07381094992160797
73,3,0,id10270/8jEAjG6SegY/00011.wav,id10281/1CiBWgsHT4E/00007.wav,0.06553827226161957
74,3,1,id10270/8jEAjG6SegY/00011.wav,id10270/5r0dWxy17C8/00027.wav,0.4991319477558136
75,3,0,id10270/8jEAjG6SegY/00012.wav,id10298/Cjt5DP6qc5Q/00001.wav,0.07871321588754654
76,3,0,id10270/8jEAjG6SegY/00012.wav,id10276/5WOZXLMujwY/00005.wav,-0.04649430513381958
77,3,1,id10270/8jEAjG6SegY/00012.wav,id10270/8jEAjG6SegY/00021.wav,0.5851370096206665
78,3,0,id10270/8jEAjG6SegY/00013.wav,id10281/1CiBWgsHT4E/00004.wav,-0.04096060246229172
79,3,0,id10270/8jEAjG6SegY/00013.wav,id10292/N8_clYCM9n8/00004.wav,-0.13160547614097595
80,3,0,id10270/8jEAjG6SegY/00014.wav,id10300/TMBdUkVfwOg/00002.wav,0.07115768641233444
81,3,0,id10270/8jEAjG6SegY/00014.wav,id10283/u3s9xdUlmmk/00005.wav,-0.05118410289287567
82,3,0,id10270/8jEAjG6SegY/00016.wav,id10300/fAe7DXqrZls/00001.wav,0.027219995856285095
83,3,0,id10270/8jEAjG6SegY/00016.wav,id10283/j5ArtKwbobY/00001.wav,-0.1482810080051422
84,3,1,id10270/8jEAjG6SegY/00018.wav,id10270/GWXujl-xAVM/00013.wav,0.5017075538635254
85,3,1,id10270/8jEAjG6SegY/00018.wav,id10270/8jEAjG6SegY/00007.wav,0.6323319673538208
86,3,0,id10270/8jEAjG6SegY/00018.wav,id10273/8fKRoUIpAJY/00005.wav,-0.11967776715755463
87,3,0,id10270/8jEAjG6SegY/00019.wav,id10283/arklnCzCq48/00001.wav,-0.1410985291004181
88,3,0,id10270/8jEAjG6SegY/00021.wav,id10309/e-IdJ8a4gy4/00004.wav,-0.13033875823020935
89,3,1,id10270/8jEAjG6SegY/00022.wav,id10270/GWXujl-xAVM/00001.wav,0.6140793561935425
90,3,0,id10270/8jEAjG6SegY/00022.wav,id10307/120gjdqGWNQ/00011.wav,0.13445164263248444
91,3,1,id10270/8jEAjG6SegY/00025.wav,id10270/5sJomL_D0_g/00001.wav,0.6467616558074951
92,3,1,id10270/8jEAjG6SegY/00025.wav,id10270/5r0dWxy17C8/00008.wav,0.5035587549209595
93,3,0,id10270/8jEAjG6SegY/00025.wav,id10277/znxUWA2QAGs/00008.wav,0.01609872281551361
94,3,0,id10270/8jEAjG6SegY/00025.wav,id10300/2cAiIYHfon0/00010.wav,0.0038471072912216187
95,3,1,id10270/8jEAjG6SegY/00026.wav,id10270/5sJomL_D0_g/00001.wav,0.6419031620025635
96,3,1,id10270/8jEAjG6SegY/00026.wav,id10270/x6uYqmx31kE/00004.wav,0.5327025651931763
97,3,1,id10270/8jEAjG6SegY/00027.wav,id10270/GWXujl-xAVM/00037.wav,0.5368789434432983
98,3,0,id10270/8jEAjG6SegY/00027.wav,id10306/YVeA3K_cPoc/00002.wav,-0.04685382544994354
99,3,0,id10270/8jEAjG6SegY/00027.wav,id10283/vaK4t1-WD4M/00009.wav,-0.12266743183135986
100,3,0,id10270/8jEAjG6SegY/00027.wav,id10300/7byARrJfhlI/00007.wav,-0.04073835536837578
101,3,1,id10270/8jEAjG6SegY/00029.wav,id10270/GWXujl-xAVM/00030.wav,0.5389480590820312
102,3,1,id10270/8jEAjG6SegY/00029.wav,id10270/8jEAjG6SegY/00021.wav,0.6656752228736877
103,3,0,id10270/8jEAjG6SegY/00030.wav,id10300/2cAiIYHfon0/00012.wav,0.059396661818027496
104,3,0,id10270/8jEAjG6SegY/00032.wav,id10307/IpBtAcwbQb0/00007.wav,-0.02045261487364769
105,3,0,id10270/8jEAjG6SegY/00032.wav,id10279/PQHz4fGHPK8/00001.wav,-0.017959900200366974
106,3,1,id10270/8jEAjG6SegY/00033.wav,id10270/GWXujl-xAVM/00017.wav,0.5026565790176392
107,3,1,id10270/8jEAjG6SegY/00033.wav,id10270/5sJomL_D0_g/00001.wav,0.6686495542526245
108,3,0,id10270/8jEAjG6SegY/00036.wav,id10300/SQzWyPhRqmk/00006.wav,-0.046389173716306686
109,3,0,id10270/8jEAjG6SegY/00037.wav,id10298/a0S-epXYJME/00005.wav,-0.0681905671954155
110,3,1,id10270/8jEAjG6SegY/00037.wav,id10270/GWXujl-xAVM/00001.wav,0.7186599969863892
111,3,1,id10270/GWXujl-xAVM/00001.wav,id10270/5r0dWxy17C8/00018.wav,0.3620114028453827
112,3,0,id10270/GWXujl-xAVM/00002.wav,id10276/3vWez3baO60/00008.wav,0.06257838755846024
113,3,0,id10270/GWXujl-xAVM/00003.wav,id10300/SQzWyPhRqmk/00010.wav,-0.019981862977147102
114,3,0,id10270/GWXujl-xAVM/00003.wav,id10281/1CiBWgsHT4E/00007.wav,-0.06299959868192673
115,3,0,id10270/GWXujl-xAVM/00004.wav,id10275/Mdk1SXywHck/00009.wav,-0.061715736985206604
116,3,1,id10270/GWXujl-xAVM/00005.wav,id10270/5r0dWxy17C8/00008.wav,0.5448881387710571
117,3,0,id10270/GWXujl-xAVM/00005.wav,id10300/xiFC4HwUcww/00010.wav,0.0019354596734046936
118,3,0,id10270/GWXujl-xAVM/00006.wav,id10286/iH0jGPqp3Hc/00003.wav,-0.036173515021800995
119,3,0,id10270/GWXujl-xAVM/00006.wav,id10284/YN4cTBWM-QE/00001.wav,0.06902629137039185
120,3,0,id10270/GWXujl-xAVM/00008.wav,id10305/gbTZ7k9e_Z0/00001.wav,0.030252505093812943
121,3,0,id10270/GWXujl-xAVM/00009.wav,id10302/K2_D_tFdAgY/00031.wav,-0.005581144243478775
122,3,0,id10270/GWXujl-xAVM/00010.wav,id10304/HTL8iLI75TY/00006.wav,-0.07451015710830688
123,3,0,id10270/GWXujl-xAVM/00010.wav,id10295/nt7dNRvlEHE/00002.wav,0.044033296406269073
124,3,1,id10270/GWXujl-xAVM/00010.wav,id10270/GWXujl-xAVM/00017.wav,0.7156564593315125
125,3,1,id10270/GWXujl-xAVM/00011.wav,id10270/GWXujl-xAVM/00034.wav,0.6496127843856812
126,3,0,id10270/GWXujl-xAVM/00011.wav,id10283/oGZsanLiXsY/00002.wav,-0.15986165404319763
127,3,1,id10270/GWXujl-xAVM/00013.wav,id10270/GWXujl-xAVM/00050.wav,0.5905318260192871
128,3,0,id10270/GWXujl-xAVM/00014.wav,id10282/YmJBoCojXf4/00001.wav,-0.13842707872390747
129,3,0,id10270/GWXujl-xAVM/00015.wav,id10291/98qWWArcL3Y/00001.wav,0.015521600842475891
130,3,0,id10270/GWXujl-xAVM/00015.wav,id10293/mNM0rMPJE10/00001.wav,0.030932074412703514
131,3,1,id10270/GWXujl-xAVM/00015.wav,id10270/GWXujl-xAVM/00034.wav,0.695457398891449
132,3,0,id10270/GWXujl-xAVM/00015.wav,id10290/kKQpvHl21Cg/00005.wav,-0.10884121060371399
133,3,0,id10270/GWXujl-xAVM/00016.wav,id10305/Piw0wvQbpnQ/00013.wav,-0.04944790154695511
134,3,0,id10270/GWXujl-xAVM/00016.wav,id10300/mYSVs_d1aMQ/00012.wav,-0.033692967146635056
135,3,0,id10270/GWXujl-xAVM/00017.wav,id10289/sf4uMnkYFG8/00009.wav,0.05390212684869766
136,3,0,id10270/GWXujl-xAVM/00018.wav,id10292/ETJd_jPboYc/00006.wav,-0.010545442812144756
137,3,0,id10270/GWXujl-xAVM/00018.wav,id10283/j5ArtKwbobY/00007.wav,-0.051969852298498154
138,3,0,id10270/GWXujl-xAVM/00019.wav,id10280/v0Q-VyO4TjI/00005.wav,-0.05217792093753815
139,3,0,id10270/GWXujl-xAVM/00020.wav,id10293/rZQMeH1FCvM/00004.wav,0.034793004393577576
140,3,0,id10270/GWXujl-xAVM/00020.wav,id10309/0b1inHMAr6o/00010.wav,-0.07473816722631454
141,3,0,id10270/GWXujl-xAVM/00021.wav,id10300/1ZyvrJaiLQk/00013.wav,0.03636746108531952
142,3,0,id10270/GWXujl-xAVM/00021.wav,id10302/2Er-cV85fc4/00023.wav,0.0333934985101223
143,3,0,id10270/GWXujl-xAVM/00022.wav,id10293/MHOCv7pOmG4/00014.wav,-0.038926802575588226
144,3,1,id10270/GWXujl-xAVM/00023.wav,id10270/5r0dWxy17C8/00020.wav,0.3214772343635559
145,3,0,id10270/GWXujl-xAVM/00023.wav,id10282/neQO6_CUY4w/00003.wav,-0.011435259133577347
146,3,0,id10270/GWXujl-xAVM/00024.wav,id10309/0cYFdtyWVds/00002.wav,-0.02495577558875084
147,3,1,id10270/GWXujl-xAVM/00024.wav,id10270/8jEAjG6SegY/00007.wav,0.6457352042198181
148,3,1,id10270/GWXujl-xAVM/00025.wav,id10270/GWXujl-xAVM/00013.wav,0.5126202702522278
149,3,1,id10270/GWXujl-xAVM/00025.wav,id10270/GWXujl-xAVM/00027.wav,0.6994571685791016
150,3,0,id10270/GWXujl-xAVM/00027.wav,id10290/cIi74VD0LF0/00004.wav,-0.06128364056348801
151,3,0,id10270/GWXujl-xAVM/00028.wav,id10291/TMCTm7GxiDE/00005.wav,-0.048703309148550034
152,3,1,id10270/GWXujl-xAVM/00029.wav,id10270/GWXujl-xAVM/00027.wav,0.7411737442016602
153,3,0,id10270/GWXujl-xAVM/00029.wav,id10304/o9bD_E99Jpg/00002.wav,-0.07195261120796204
154,3,0,id10270/GWXujl-xAVM/00029.wav,id10283/arklnCzCq48/00003.wav,-0.08364202827215195
155,3,0,id10270/GWXujl-xAVM/00030.wav,id10293/Mp1IXRquJ9s/00010.wav,-0.024709997698664665
156,3,1,id10270/GWXujl-xAVM/00031.wav,id10270/GWXujl-xAVM/00034.wav,0.7560402750968933
157,3,0,id10270/GWXujl-xAVM/00031.wav,id10291/d2Lasybvo7s/00002.wav,-0.07335364073514938
158,3,0,id10270/GWXujl-xAVM/00034.wav,id10286/ZAK9gLYNqPs/00003.wav,0.12470719963312149
159,3,0,id10270/GWXujl-xAVM/00035.wav,id10302/K2_D_tFdAgY/00029.wav,0.05013987049460411
160,3,0,id10270/GWXujl-xAVM/00036.wav,id10273/8fKRoUIpAJY/00002.wav,-0.07563961297273636
161,3,1,id10270/GWXujl-xAVM/00036.wav,id10270/8jEAjG6SegY/00007.wav,0.5998820066452026
162,3,0,id10270/GWXujl-xAVM/00036.wav,id10286/L2jRsPDZGgw/00009.wav,0.042998120188713074
163,3,0,id10270/GWXujl-xAVM/00037.wav,id10302/VRCidrXwd1s/00002.wav,-0.05855941027402878
164,3,1,id10270/GWXujl-xAVM/00037.wav,id10270/GWXujl-xAVM/00017.wav,0.7182056903839111
165,3,1,id10270/GWXujl-xAVM/00038.wav,id10270/5r0dWxy17C8/00008.wav,0.5831635594367981
166,3,1,id10270/GWXujl-xAVM/00038.wav,id10270/GWXujl-xAVM/00012.wav,0.6465326547622681
167,3,0,id10270/GWXujl-xAVM/00039.wav,id10291/EX6SP5_i96o/00002.wav,-0.06816840171813965
168,3,1,id10270/GWXujl-xAVM/00040.wav,id10270/GWXujl-xAVM/00001.wav,0.6938714385032654
169,3,1,id10270/GWXujl-xAVM/00040.wav,id10270/GWXujl-xAVM/00050.wav,0.5707716941833496
170,3,0,id10270/GWXujl-xAVM/00040.wav,id10279/DTbpchx4xes/00003.wav,0.04984157159924507
171,3,0,id10270/GWXujl-xAVM/00042.wav,id10293/MHOCv7pOmG4/00008.wav,0.01845158450305462
172,3,0,id10270/GWXujl-xAVM/00042.wav,id10305/vbDKF8bZJQA/00009.wav,-0.02874533087015152
173,3,1,id10270/GWXujl-xAVM/00044.wav,id10270/GWXujl-xAVM/00027.wav,0.7207013964653015
174,3,1,id10270/GWXujl-xAVM/00044.wav,id10270/5r0dWxy17C8/00018.wav,0.4722532033920288
175,3,0,id10270/GWXujl-xAVM/00046.wav,id10285/LbFFEF1pHO0/00004.wav,-0.061365749686956406
176,3,0,id10270/GWXujl-xAVM/00046.wav,id10284/7yx9A0yzLYk/00007.wav,0.0696558952331543
177,3,0,id10270/GWXujl-xAVM/00048.wav,id10307/120gjdqGWNQ/00012.wav,0.21586664021015167
178,3,0,id10270/GWXujl-xAVM/00048.wav,id10293/l3J1f06Slfo/00002.wav,-0.06028417870402336
179,3,1,id10270/GWXujl-xAVM/00049.wav,id10270/5r0dWxy17C8/00008.wav,0.5116665363311768
180,3,1,id10270/GWXujl-xAVM/00050.wav,id10270/5sJomL_D0_g/00001.wav,0.7033588886260986
181,3,1,id10270/GWXujl-xAVM/00051.wav,id10270/GWXujl-xAVM/00030.wav,0.673331618309021
182,3,1,id10270/GWXujl-xAVM/00052.wav,id10270/x6uYqmx31kE/00004.wav,0.6318286061286926
183,3,0,id10270/GWXujl-xAVM/00053.wav,id10309/0cYFdtyWVds/00002.wav,0.05529627948999405
184,3,1,id10270/GWXujl-xAVM/00054.wav,id10270/GWXujl-xAVM/00030.wav,0.6292054057121277
185,3,1,id10270/GWXujl-xAVM/00055.wav,id10270/x6uYqmx31kE/00004.wav,0.5146631002426147
186,3,0,id10270/GWXujl-xAVM/00055.wav,id10273/eLl_yTeuaKo/00024.wav,-0.19050009548664093
187,3,0,id10270/OXdd7Gmluts/00001.wav,id10276/XunbBdgkGwU/00001.wav,-0.09587208181619644
188,3,0,id10270/OXdd7Gmluts/00002.wav,id10307/yUv37vQWmzE/00012.wav,0.23771905899047852
189,3,0,id10270/OXdd7Gmluts/00002.wav,id10300/xiFC4HwUcww/00007.wav,0.008139444515109062
190,3,1,id10270/OXdd7Gmluts/00003.wav,id10270/GWXujl-xAVM/00050.wav,0.33758774399757385
191,3,0,id10270/OmSWVqpb-N0/00001.wav,id10290/VYk_DxNl_T8/00001.wav,-0.04225993901491165
192,3,0,id10270/PXmaB6Ui0fE/00001.wav,id10291/d2Lasybvo7s/00008.wav,-0.010716112330555916
193,3,1,id10270/PXmaB6Ui0fE/00001.wav,id10270/GWXujl-xAVM/00001.wav,0.5290325880050659
194,3,0,id10270/zjwijMp0Qyw/00001.wav,id10283/vv4mvANXHcs/00003.wav,-0.006000237539410591
195,3,0,id10270/zjwijMp0Qyw/00002.wav,id10298/qrJ0fQJP5gs/00001.wav,0.05397598817944527
196,3,1,id10270/zjwijMp0Qyw/00003.wav,id10270/GWXujl-xAVM/00001.wav,0.602502167224884
197,3,1,id10270/zjwijMp0Qyw/00003.wav,id10270/GWXujl-xAVM/00034.wav,0.5687880516052246
198,3,0,id10270/zjwijMp0Qyw/00003.wav,id10290/gTbcgoYXWdU/00004.wav,-0.15412767231464386
199,3,0,id10270/zjwijMp0Qyw/00003.wav,id10300/8Sz2-IYJ2GA/00020.wav,0.03484310954809189
200,3,1,id10270/OhfKF8FSq3Y/00001.wav,id10270/5sJomL_D0_g/00001.wav,0.32904675602912903
201,3,0,id10270/OhfKF8FSq3Y/00002.wav,id10298/hjvQiiG71rM/00033.wav,0.11015762388706207
202,3,1,id10270/OhfKF8FSq3Y/00003.wav,id10270/5r0dWxy17C8/00007.wav,0.4205586314201355
203,3,0,id10270/OhfKF8FSq3Y/00003.wav,id10292/azw51ZGuz9k/00004.wav,-0.053905487060546875
204,3,0,id10270/OhfKF8FSq3Y/00004.wav,id10293/k1jiAINXHRI/00006.wav,-0.04488162696361542
205,3,0,id10270/OhfKF8FSq3Y/00005.wav,id10280/XiKRlssBw2M/00001.wav,-0.022203218191862106
206,3,1,id10271/gO805KoL2RM/00001.wav,id10271/_YimahVgI1A/00005.wav,0.6454796195030212
207,3,0,id10271/gO805KoL2RM/00001.wav,id10292/azw51ZGuz9k/00008.wav,0.10060103237628937
208,3,0,id10271/gO805KoL2RM/00002.wav,id10287/I99R40TUF1s/00013.wav,-0.04707664996385574
209,3,1,id10271/gO805KoL2RM/00005.wav,id10271/_YimahVgI1A/00005.wav,0.6317777633666992
210,3,0,id10271/gO805KoL2RM/00005.wav,id10282/ek_uqADnhPQ/00003.wav,0.015004180371761322
211,3,1,id10271/1gtz-CUIygI/00001.wav,id10271/gO805KoL2RM/00001.wav,0.5870566964149475
212,3,0,id10271/1gtz-CUIygI/00002.wav,id10303/VCEs8oAQAiM/00022.wav,-0.19076387584209442
213,3,0,id10271/1gtz-CUIygI/00004.wav,id10282/s4X9cwCCnFo/00004.wav,-0.05088888853788376
214,3,0,id10271/1gtz-CUIygI/00005.wav,id10307/120gjdqGWNQ/00016.wav,0.004938352853059769
215,3,1,id10271/1gtz-CUIygI/00006.wav,id10271/gO805KoL2RM/00001.wav,0.6315033435821533
216,3,0,id10271/1gtz-CUIygI/00006.wav,id10283/p5g1heXp34o/00008.wav,0.14778737723827362
217,3,0,id10271/1gtz-CUIygI/00007.wav,id10292/azw51ZGuz9k/00004.wav,0.08600462973117828
218,3,0,id10271/1gtz-CUIygI/00007.wav,id10284/EoCPhxtWUOc/00004.wav,0.029468189924955368
219,3,1,id10271/1gtz-CUIygI/00008.wav,id10271/_YimahVgI1A/00005.wav,0.31259870529174805
220,3,0,id10271/1gtz-CUIygI/00008.wav,id10293/SJxWXqMu2ds/00002.wav,0.051872991025447845
221,3,0,id10271/1gtz-CUIygI/00010.wav,id10276/FDhJhEu0JUM/00015.wav,0.06978926807641983
222,3,0,id10271/1gtz-CUIygI/00010.wav,id10285/LbFFEF1pHO0/00004.wav,0.10075206309556961
223,3,0,id10271/1gtz-CUIygI/00011.wav,id10291/d2Lasybvo7s/00003.wav,0.2286418378353119
224,3,0,id10271/1gtz-CUIygI/00011.wav,id10273/8fKRoUIpAJY/00009.wav,0.026712393388152122
225,3,0,id10271/1gtz-CUIygI/00012.wav,id10289/sf4uMnkYFG8/00006.wav,0.1910189688205719
226,3,1,id10271/1gtz-CUIygI/00013.wav,id10271/1gtz-CUIygI/00006.wav,0.6613511443138123
227,3,0,id10271/1gtz-CUIygI/00014.wav,id10298/qrJ0fQJP5gs/00001.wav,0.12283147871494293
228,3,0,id10271/1gtz-CUIygI/00014.wav,id10300/Fi8lnFPYgII/00016.wav,-0.0653512179851532
229,3,0,id10271/1gtz-CUIygI/00015.wav,id10302/K2_D_tFdAgY/00011.wav,-0.08325083553791046
230,3,1,id10271/1gtz-CUIygI/00016.wav,id10271/zWyD72sHVwA/00006.wav,0.5296444892883301
231,3,0,id10271/1gtz-CUIygI/00016.wav,id10272/0qqQJVFKpbA/00003.wav,0.06947718560695648
232,3,0,id10271/1gtz-CUIygI/00016.wav,id10286/DPPq8w5ILrA/00008.wav,-0.13638117909431458
233,3,0,id10271/1gtz-CUIygI/00017.wav,id10298/hjvQiiG71rM/00026.wav,-0.06646634638309479
234,3,0,id10271/1gtz-CUIygI/00017.wav,id10280/9AtE4C309P8/00004.wav,0.005017546005547047
235,3,1,id10271/1gtz-CUIygI/00018.wav,id10271/1gtz-CUIygI/00006.wav,0.6025166511535645
236,3,0,id10271/1gtz-CUIygI/00019.wav,id10273/DE9lM-s8LcA/00001.wav,0.16177639365196228
237,3,0,id10271/1gtz-CUIygI/00020.wav,id10286/Qkll9n7U5ak/00005.wav,-0.043273717164993286
238,3,0,id10271/1gtz-CUIygI/00020.wav,id10286/L2jRsPDZGgw/00009.wav,-0.012374788522720337
239,3,1,id10271/1gtz-CUIygI/00021.wav,id10271/_YimahVgI1A/00005.wav,0.420279324054718
240,3,1,id10271/37nktPRUJ58/00001.wav,id10271/_YimahVgI1A/00005.wav,0.6064009666442871
241,3,1,id10271/37nktPRUJ58/00001.wav,id10271/zWyD72sHVwA/00006.wav,0.6492288112640381
